fold,model,Acc,F1,Prec,Rec,AUC
1,RF,87.02025586353945,70.73211830719436,85.96444165555468,66.49974186391526,88.90369892695998
1,XGBoost,88.4861407249467,77.81795787658578,83.16685613890037,74.63693015739582,90.74150310051185
1,BiLSTM,88.4594882729211,78.71026576785717,81.97237805002048,76.40257138086493,89.92357636509846
1,LTN,87.76652452025586,78.52921518472237,79.75818090257441,77.47417199732077,89.47908330022665
1,NeSy-SMP,87.42004264392324,79.29932002369607,78.59608661698914,80.07928328372131,89.49359745740753
2,RF,87.7132196162047,73.47333480254514,85.75416937891404,69.10691631976631,90.09054914853476
2,XGBoost,88.27292110874201,79.14813102645132,80.88928327061238,77.72573472822782,91.51399212732923
2,BiLSTM,87.63326226012794,78.17457153445251,79.58506189149843,76.99047871288933,90.37363518941814
2,LTN,87.39339019189765,79.35733433923954,78.53040339785271,80.29294127356093,90.48797316152408
2,NeSy-SMP,85.98081023454158,77.95359328528941,76.34329548220325,80.12064263410122,89.73798707592272
3,RF,87.52665245202559,73.22835702110402,84.97338722710536,68.97957266648997,88.4079447245164
3,XGBoost,88.03304904051173,77.53287120951354,81.54084584987913,74.91067864104052,89.27971160283855
3,BiLSTM,87.5,77.24191081308247,79.83300709152607,75.3310341819841,88.29093434334962
3,LTN,86.99360341151386,77.62277691412704,78.20290766286679,77.08710048610948,88.7112659214873
3,NeSy-SMP,86.5138592750533,77.51012008584127,77.20771848042709,77.82683230397107,88.29972869311172
4,RF,88.00639658848614,74.51319354334235,85.92680838835976,70.1329504396456,91.07270459084228
4,XGBoost,89.0724946695096,80.14365875469586,82.91085431399488,78.06938382520188,91.88983627173248
4,BiLSTM,87.84648187633263,78.44389959959783,80.0935363058749,77.09146171678168,89.65683824195436
4,LTN,87.10021321961621,79.13730788407676,78.0535502389807,80.42210003321244,90.36747921346404
4,NeSy-SMP,86.08742004264393,78.2311146797128,76.53637796835888,80.54958216055368,90.32794058374354
5,RF,87.23007198080512,71.51758701564074,86.05562641324202,67.20444119349516,89.16872330805849
5,XGBoost,88.69634764062917,78.76823442591262,82.9209065679926,76.03096049232683,90.89428623264574
5,BiLSTM,87.7899226872834,78.45561346569619,79.87971304532647,77.25949774753371,89.53935072527204
5,LTN,87.36336976806184,78.39147060710889,78.76792820836125,78.03372603904786,89.31420008888912
5,NeSy-SMP,86.16368968275127,77.68658412588599,76.57790532611992,79.02580952956907,88.85588343426954
