fold,model,Acc,F1,Prec,Rec,AUC
1,RF,89.17416622551615,78.192124984987,88.44832575988212,73.63481102501923,91.93829663748743
1,XGBoost,90.39174166225517,82.89641310988898,86.02448181696903,80.57059391080618,93.01371103684866
1,BiLSTM,91.1064055055585,84.31491168760306,87.10393875418507,82.15966389661087,93.13195902584728
1,LTN,90.7358390682901,83.72129898691153,86.28718085376377,81.71291846572426,93.03880234518246
1,NeSy-SMP,90.47114875595554,83.87810286777454,84.81670368638454,83.02871037144378,92.69699680605667
2,RF,88.61831656961355,77.39625770831941,86.26376558272617,73.23847925415508,90.95109459099781
2,XGBoost,89.70354685018528,81.82961048402501,84.45139839102416,79.8191485035784,92.81884907139055
2,BiLSTM,90.60349391212281,84.03792746200321,85.14054538121715,83.05528035724848,92.5330946501449
2,LTN,90.49761778718899,83.41386294756855,85.64762601808128,81.62128667120128,92.48171060803217
2,NeSy-SMP,89.46532556908417,82.62965228899273,82.62965228899273,82.62965228899273,92.0728562873366
3,RF,89.06539581678581,77.77559477208922,88.6763492019328,73.1314528296305,90.8079072123776
3,XGBoost,90.01853322742917,82.07887375208183,85.56901529967278,79.57566173860309,92.47695285921367
3,BiLSTM,89.7537728355838,82.41486627553543,83.87788972902572,81.16501771292488,91.43400733662692
3,LTN,89.56844056129202,82.47459758906743,83.12332768087467,81.87240222761294,91.25036054492206
3,NeSy-SMP,89.91262907069103,83.04324756233802,83.72405076440951,82.4124338076502,91.5498901724699
4,RF,89.6213926396611,79.4233243016974,88.77070162510181,74.95144199479336,92.12260191403129
4,XGBoost,90.12443738416734,82.35818732325421,85.6223936442005,79.96925661183919,93.38922395941188
4,BiLSTM,89.64786867884564,82.7154053720331,83.14743195710822,82.30447833772149,92.04554699287046
4,LTN,90.20386550172094,82.70553030978051,85.42589385890138,80.62034065023815,92.42268622607462
4,NeSy-SMP,89.59491660047657,82.81859330771024,82.87283260584452,82.7647046859746,92.62852039759785
5,RF,89.38310828700027,78.58530202096681,89.10169450558413,73.92897357483064,91.60984232168742
5,XGBoost,90.38919777601271,82.61202556279584,86.56024133891023,79.8582041534775,92.67622326420731
5,BiLSTM,89.03891977760127,81.6472303206997,82.16148541508848,81.16372344910215,91.9948395852439
5,LTN,89.22425205189303,81.71983757562583,82.70542438817787,80.83960280892228,92.16138360500548
5,NeSy-SMP,89.11834789515488,82.05136209768975,82.06894700748072,82.0338154157915,92.4154984394876
