fold,model,Acc,F1,Prec,Rec,AUC
1,RF,88.48292295472598,76.03721753765981,88.29686463171865,71.36521516208535,90.82309203700842
1,XGBoost,89.46253640455389,80.79988658076778,84.84740326919098,78.05630854290239,92.1213203752669
1,BiLSTM,89.46253640455389,81.96790885004074,83.25201901872249,80.85408200379266,91.66172301809051
1,LTN,88.40349483717236,81.30874045284042,80.61798348509551,82.06864622387,91.3854648402469
1,NeSy-SMP,88.03283028858883,80.77188881960939,80.00992063492063,81.62149668073717,90.95705642978183
2,RF,88.34745762711864,76.33976049248115,86.47061713836479,72.0135054227442,89.72783403492578
2,XGBoost,89.45974576271186,81.28029336734694,84.0681135051968,79.18188946165523,92.16000570912738
2,BiLSTM,88.02966101694916,79.63886237831647,80.5846744426399,78.79819161536794,90.89662957587488
2,LTN,88.66525423728814,80.1878960574584,82.19541017011434,78.58400665817713,90.56552799233346
2,NeSy-SMP,88.0031779661017,80.23764578469125,80.15541185454951,80.32079549646238,90.50491485429677
3,RF,88.77118644067797,76.95227565874332,88.34036094983786,72.3119131943014,91.09599091615635
3,XGBoost,88.82415254237289,80.17611039369804,82.86336013414994,78.15887375892171,91.48061003953583
3,BiLSTM,89.14194915254238,80.90524454548324,83.26824789578278,79.06721183306725,90.50316180156727
3,LTN,87.95021186440678,80.8129374192503,79.8250684777631,81.95532696791538,90.57648430625292
3,NeSy-SMP,88.29449152542372,81.07708522676768,80.4778261710543,81.72802257444387,90.61083108559431
4,RF,88.47987288135593,76.40940573262816,87.38501825808979,71.91352295656336,91.06539358307731
4,XGBoost,89.48622881355932,81.29240906382303,84.2207178875572,79.11417249026648,92.23892397372796
4,BiLSTM,88.87711864406779,80.53462997729825,82.66181036854586,78.84965137093178,91.50741163689251
4,LTN,88.85063559322035,81.30423763447499,81.8332481963393,80.80808899056112,91.39770561662421
4,NeSy-SMP,88.58580508474576,81.13542212068626,81.18697752182797,81.08420561963302,91.37303333442885
5,RF,88.47987288135593,76.0361873179528,88.29518903993203,71.36499285522184,90.41423974885193
5,XGBoost,89.45974576271186,81.1392209346455,84.3224204407967,78.82363669439559,92.60100013007337
5,BiLSTM,87.5,78.63892979872362,79.75098716867335,77.67445455972012,90.59476864296431
5,LTN,87.28813559322035,78.72016681225169,79.1528977518359,78.3122307399972,90.01966839156624
5,NeSy-SMP,86.38771186440678,78.8106308433152,77.40342240538037,80.61138193016865,90.0854457142672
